#8
Processor0,1,292000,6,370
Processor1,1,341075.68806333205,6,432
Processor2,1,374223.2460160074,6,474
Processor3,1,423190.86542493216,6,536
Processor4,1,465636.9763511985,6,590
Processor5,1,491786.8965601305,6,623
Processor6,1,557551.1555176858,6,706
Processor7,1,584221.9997623919,6,740
#8
Memory0,1,480000,2.5,130
Memory1,1,560672.3639397239,2.5,151
Memory2,1,615161.5003002861,2.5,166
Memory3,1,695656.2171368748,2.5,188
Memory4,1,765430.6460567646,2.5,207
Memory5,1,808416.8162632282,2.5,218
Memory6,1,916522.4474263329,2.5,248
Memory7,1,960364.9311162607,2.5,260
#8
EthernetInterface0,1,120000,2.5,27
EthernetInterface1,1,140168.09098493098,2.5,31
EthernetInterface2,1,153790.37507507153,2.5,34
EthernetInterface3,1,173914.0542842187,2.5,39
EthernetInterface4,1,191357.66151419116,2.5,43
EthernetInterface5,1,202104.20406580705,2.5,45
EthernetInterface6,1,229130.61185658321,2.5,51
EthernetInterface7,1,240091.23277906518,2.5,54
#8
Storage0,1,200000,2.5,45
Storage1,1,233613.48497488495,2.5,52
Storage2,1,256317.29179178586,2.5,57
Storage3,1,289856.7571403645,2.5,65
Storage4,1,318929.4358569852,2.5,71
Storage5,1,336840.3401096784,2.5,75
Storage6,1,381884.3530943054,2.5,85
Storage7,1,400152.0546317753,2.5,90
572,6903
629
1,1,1,1
